,STATION,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
421,USW00093738,2016-02-26,17.22,0.0,0.0,36,38,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,USW00093738,2016-02-27,4.03,0.0,0.0,34,47,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,USW00093738,2016-02-28,10.74,0.0,0.0,43,66,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,USW00093738,2016-02-29,12.3,0.0,0.0,56,62,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,USW00093738,2016-03-01,9.4,0.0,0.0,47,66,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,USW00093738,2016-03-02,18.12,0.04,0.0,47,61,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,USW00093738,2016-03-03,4.25,0.05,0.7,32,41,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,USW00093738,2016-03-04,8.5,0.04,0.6,34,40,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
429,USW00093738,2016-03-05,5.82,0.0,0.0,39,45,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,USW00093738,2016-03-06,4.03,0.0,0.0,40,51,29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
431,USW00093738,2016-03-07,8.95,0.0,0.0,45,66,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,USW00093738,2016-03-08,4.25,0.0,0.0,59,78,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,USW00093738,2016-03-09,6.04,0.0,0.0,62,82,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,USW00093738,2016-03-10,10.29,0.0,0.0,68,80,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,USW00093738,2016-03-11,6.71,0.0,0.0,67,72,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,USW00093738,2016-03-12,2.68,0.0,0.0,53,63,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,USW00093738,2016-03-13,6.49,0.53,0.0,55,61,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,USW00093738,2016-03-14,7.83,0.03,0.0,49,53,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,USW00093738,2016-03-15,4.25,0.01,0.0,51,63,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,USW00093738,2016-03-16,4.47,0.0,0.0,56,75,42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
441,USW00093738,2016-03-17,8.05,0.0,0.0,58,67,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,USW00093738,2016-03-18,10.51,0.0,0.0,53,65,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,USW00093738,2016-03-19,7.61,0.34,0.0,44,51,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,USW00093738,2016-03-20,6.49,0.0,0.0,38,44,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,USW00093738,2016-03-21,11.41,0.0,0.0,42,52,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,USW00093738,2016-03-22,8.5,0.0,0.0,42,62,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,USW00093738,2016-03-23,10.29,0.0,0.0,61,74,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,USW00093738,2016-03-24,10.51,0.0,0.0,62,77,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,USW00093738,2016-03-25,14.32,0.0,0.0,67,71,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,USW00093738,2016-03-26,6.71,0.0,0.0,49,61,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,USW00093738,2016-03-27,4.7,0.03,0.0,52,56,43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
452,USW00093738,2016-03-28,15.66,0.38,0.0,54,68,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,USW00093738,2016-03-29,13.42,0.0,0.0,52,59,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,USW00093738,2016-03-30,8.28,0.0,0.0,47,65,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,USW00093738,2016-03-31,14.99,0.0,0.0,61,72,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,USW00093738,2016-04-01,13.87,0.02,0.0,71,82,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,USW00093738,2016-04-02,11.63,0.09,0.0,60,65,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,USW00093738,2016-04-03,15.88,0.0,0.0,44,53,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,USW00093738,2016-04-04,12.53,0.03,0.0,53,72,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,USW00093738,2016-04-05,10.96,0.0,0.0,40,45,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,USW00093738,2016-04-06,11.18,0.0,0.0,39,57,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,USW00093738,2016-04-07,10.51,0.94,0.0,54,62,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,USW00093738,2016-04-08,10.96,0.0,0.0,46,51,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,USW00093738,2016-04-09,16.11,0.08,0.0,40,46,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,USW00093738,2016-04-10,8.05,0.0,0.0,37,53,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,USW00093738,2016-04-11,15.66,0.02,0.0,55,74,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,USW00093738,2016-04-12,14.76,0.01,0.0,62,67,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,USW00093738,2016-04-13,4.7,0.0,0.0,49,59,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,USW00093738,2016-04-14,3.8,0.0,0.0,48,64,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,USW00093738,2016-04-15,3.8,0.0,0.0,51,64,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,USW00093738,2016-04-16,4.7,0.0,0.0,54,71,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,USW00093738,2016-04-17,2.91,0.0,0.0,57,74,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,USW00093738,2016-04-18,3.8,0.0,0.0,63,83,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,USW00093738,2016-04-19,8.05,0.0,0.0,65,82,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,USW00093738,2016-04-20,5.82,0.0,0.0,60,71,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,USW00093738,2016-04-21,9.62,0.0,0.0,60,75,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,USW00093738,2016-04-22,9.62,0.01,0.0,67,71,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,USW00093738,2016-04-23,10.51,0.18,0.0,63,70,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,USW00093738,2016-04-24,4.92,0.0,0.0,57,69,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,USW00093738,2016-04-25,5.37,0.0,0.0,62,80,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,USW00093738,2016-04-26,10.74,0.0,0.0,72,84,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,USW00093738,2016-04-27,6.26,0.02,0.0,62,69,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,USW00093738,2016-04-28,6.71,0.42,0.0,53,54,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,USW00093738,2016-04-29,4.7,0.0,0.0,49,55,46,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
485,USW00093738,2016-04-30,4.7,0.06,0.0,53,56,51,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
486,USW00093738,2016-05-01,6.93,0.53,0.0,54,59,51,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
487,USW00093738,2016-05-02,6.71,1.39,0.0,61,80,54,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
488,USW00093738,2016-05-03,6.04,0.54,0.0,65,71,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,USW00093738,2016-05-04,6.26,0.0,0.0,57,62,53,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
490,USW00093738,2016-05-05,9.4,0.01,0.0,53,57,50,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
491,USW00093738,2016-05-06,9.84,0.92,0.0,53,54,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,USW00093738,2016-05-07,4.92,0.03,0.0,55,65,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,USW00093738,2016-05-08,9.62,0.05,0.0,61,71,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,USW00093738,2016-05-09,3.36,0.1,0.0,54,63,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,USW00093738,2016-05-10,4.25,0.01,0.0,58,63,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
496,USW00093738,2016-05-11,2.91,0.17,0.0,56,60,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,USW00093738,2016-05-12,3.8,0.0,0.0,60,67,57,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
498,USW00093738,2016-05-13,9.4,0.05,0.0,66,77,56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,USW00093738,2016-05-14,8.5,0.18,0.0,61,75,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,USW00093738,2016-05-15,13.87,0.0,0.0,52,59,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,USW00093738,2016-05-16,7.38,0.0,0.0,51,66,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,USW00093738,2016-05-17,3.13,0.33,0.0,54,56,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,USW00093738,2016-05-18,6.93,0.0,0.0,56,65,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,USW00093738,2016-05-19,4.03,0.0,0.0,60,72,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,USW00093738,2016-05-20,5.82,0.0,0.0,61,77,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,USW00093738,2016-05-21,8.28,0.55,0.0,58,62,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,USW00093738,2016-05-22,8.28,0.69,0.0,54,57,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,USW00093738,2016-05-23,5.59,0.47,0.0,60,75,54,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
509,USW00093738,2016-05-24,6.49,0.05,0.0,66,82,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,USW00093738,2016-05-25,3.8,0.0,0.0,70,86,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,USW00093738,2016-05-26,5.14,0.0,0.0,73,89,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,USW00093738,2016-05-27,4.92,0.0,0.0,79,89,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,USW00093738,2016-05-28,7.38,0.0,0.0,79,89,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,USW00093738,2016-05-29,4.7,0.01,0.0,75,84,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,USW00093738,2016-05-30,4.03,0.0,0.0,73,83,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,USW00093738,2016-05-31,4.7,0.0,0.0,76,88,67,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
517,USW00093738,2016-06-01,5.14,0.0,0.0,76,87,63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,USW00093738,2016-06-02,4.47,0.0,0.0,72,82,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,USW00093738,2016-06-03,3.8,0.99,0.0,75,86,70,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
520,USW00093738,2016-06-04,4.92,0.01,0.0,74,82,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,USW00093738,2016-06-05,8.05,0.04,0.0,74,84,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,USW00093738,2016-06-06,7.61,0.0,0.0,75,85,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,USW00093738,2016-06-07,9.4,0.0,0.0,76,85,63,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
524,USW00093738,2016-06-08,13.42,0.0,0.0,66,71,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,USW00093738,2016-06-09,10.96,0.0,0.0,65,80,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,USW00093738,2016-06-10,6.71,0.0,0.0,71,81,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,USW00093738,2016-06-11,6.71,0.0,0.0,77,95,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,USW00093738,2016-06-12,14.99,0.0,0.0,83,91,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,USW00093738,2016-06-13,9.62,0.0,0.0,71,80,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,USW00093738,2016-06-14,6.93,0.0,0.0,73,80,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,USW00093738,2016-06-15,5.82,0.15,0.0,71,81,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,USW00093738,2016-06-16,6.71,2.82,0.0,76,85,68,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
533,USW00093738,2016-06-17,8.72,0.0,0.0,71,80,63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,USW00093738,2016-06-18,3.8,0.0,0.0,72,84,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,USW00093738,2016-06-19,4.7,0.0,0.0,73,87,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,USW00093738,2016-06-20,5.14,0.0,0.0,75,89,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,USW00093738,2016-06-21,6.71,1.69,0.0,77,87,68,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
538,USW00093738,2016-06-22,7.38,0.0,0.0,74,84,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,USW00093738,2016-06-23,3.58,0.59,0.0,72,79,67,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
540,USW00093738,2016-06-24,6.04,0.0,0.0,75,85,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,USW00093738,2016-06-25,5.14,0.0,0.0,75,83,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,USW00093738,2016-06-26,4.7,0.0,0.0,74,85,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,USW00093738,2016-06-27,6.93,0.0,0.0,74,86,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,USW00093738,2016-06-28,4.92,0.06,0.0,79,89,66,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
545,USW00093738,2016-06-29,8.05,0.0,0.0,73,81,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,USW00093738,2016-06-30,3.13,0.0,0.0,71,83,56,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
547,USW00093738,2016-07-01,4.47,0.0,0.0,75,88,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,USW00093738,2016-07-02,7.61,0.0,0.0,74,80,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,USW00093738,2016-07-03,4.25,0.02,0.0,69,73,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,USW00093738,2016-07-04,7.83,0.34,0.0,68,72,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,USW00093738,2016-07-05,5.82,0.55,0.0,78,90,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,USW00093738,2016-07-06,4.47,0.0,0.0,82,91,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,USW00093738,2016-07-07,6.26,0.0,0.0,82,90,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,USW00093738,2016-07-08,4.92,0.03,0.0,81,89,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,USW00093738,2016-07-09,8.05,0.0,0.0,81,91,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,USW00093738,2016-07-10,9.4,0.0,0.0,78,85,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,USW00093738,2016-07-11,3.58,0.0,0.0,76,87,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,USW00093738,2016-07-12,7.38,0.0,0.0,76,86,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,USW00093738,2016-07-13,3.36,0.0,0.0,81,92,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,USW00093738,2016-07-14,7.83,0.0,0.0,83,95,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,USW00093738,2016-07-15,5.82,0.0,0.0,81,91,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,USW00093738,2016-07-16,4.03,0.16,0.0,79,92,67,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
563,USW00093738,2016-07-17,4.25,0.0,0.0,76,90,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,USW00093738,2016-07-18,5.82,0.21,0.0,81,95,70,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
565,USW00093738,2016-07-19,4.7,0.0,0.0,79,91,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,USW00093738,2016-07-20,5.37,0.0,0.0,78,86,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,USW00093738,2016-07-21,4.25,0.0,0.0,76,90,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,USW00093738,2016-07-22,6.04,0.0,0.0,81,94,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,USW00093738,2016-07-23,5.82,0.03,0.0,85,98,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,USW00093738,2016-07-24,5.59,0.02,0.0,84,97,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
571,USW00093738,2016-07-25,5.14,0.01,0.0,87,100,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
572,USW00093738,2016-07-26,6.26,0.0,0.0,85,95,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,USW00093738,2016-07-27,4.25,0.0,0.0,85,94,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,USW00093738,2016-07-28,5.59,0.99,0.0,81,92,74,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
575,USW00093738,2016-07-29,5.82,0.34,0.0,78,90,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,USW00093738,2016-07-30,7.16,0.32,0.0,79,88,71,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
577,USW00093738,2016-07-31,3.58,0.0,0.0,77,90,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,USW00093738,2016-08-01,4.7,0.0,0.0,80,90,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,USW00093738,2016-08-02,6.49,0.0,0.0,79,88,70,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
580,USW00093738,2016-08-03,6.26,0.0,0.0,76,82,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,USW00093738,2016-08-04,3.36,0.0,0.0,74,84,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,USW00093738,2016-08-05,7.61,0.0,0.0,75,80,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,USW00093738,2016-08-06,6.93,0.02,0.0,79,91,74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,USW00093738,2016-08-07,5.59,0.0,0.0,78,89,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,USW00093738,2016-08-08,4.25,0.0,0.0,74,88,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,USW00093738,2016-08-09,3.8,0.0,0.0,70,78,61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,USW00093738,2016-08-10,8.95,0.0,0.0,81,93,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,USW00093738,2016-08-11,9.4,0.0,0.0,85,95,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,USW00093738,2016-08-12,8.95,0.0,0.0,85,96,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,USW00093738,2016-08-13,8.05,0.0,0.0,87,99,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,USW00093738,2016-08-14,6.71,0.05,0.0,87,97,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
592,USW00093738,2016-08-15,4.47,0.14,0.0,82,96,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
593,USW00093738,2016-08-16,6.93,0.0,0.0,79,96,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
594,USW00093738,2016-08-17,6.49,0.66,0.0,84,94,70,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
595,USW00093738,2016-08-18,5.59,0.0,0.0,79,90,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,USW00093738,2016-08-19,3.36,0.0,0.0,79,89,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,USW00093738,2016-08-20,5.14,0.0,0.0,77,90,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,USW00093738,2016-08-21,7.61,0.07,0.0,78,90,69,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
599,USW00093738,2016-08-22,7.38,0.0,0.0,75,85,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,USW00093738,2016-08-23,4.25,0.0,0.0,72,85,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
601,USW00093738,2016-08-24,7.61,0.0,0.0,74,87,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,USW00093738,2016-08-25,7.61,0.0,0.0,78,91,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,USW00093738,2016-08-26,4.47,0.0,0.0,84,95,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,USW00093738,2016-08-27,4.92,0.0,0.0,83,92,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,USW00093738,2016-08-28,2.91,0.0,0.0,78,91,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,USW00093738,2016-08-29,4.47,0.0,0.0,79,94,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,USW00093738,2016-08-30,5.14,0.0,0.0,80,91,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,USW00093738,2016-08-31,5.14,0.02,0.0,78,92,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,USW00093738,2016-09-01,5.82,0.17,0.0,76,84,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,USW00093738,2016-09-02,8.28,0.0,0.0,71,80,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,USW00093738,2016-09-03,10.51,0.0,0.0,71,80,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,USW00093738,2016-09-04,5.37,0.0,0.0,72,82,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,USW00093738,2016-09-05,4.7,0.0,0.0,70,88,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,USW00093738,2016-09-06,8.72,0.0,0.0,78,93,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,USW00093738,2016-09-07,6.93,0.0,0.0,81,94,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
616,USW00093738,2016-09-08,6.26,0.0,0.0,82,96,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,USW00093738,2016-09-09,5.82,0.0,0.0,85,98,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,USW00093738,2016-09-10,7.16,0.0,0.0,84,96,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,USW00093738,2016-09-11,9.62,0.0,0.0,80,84,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,USW00093738,2016-09-12,5.14,0.0,0.0,72,84,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,USW00093738,2016-09-13,7.61,0.0,0.0,75,90,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,USW00093738,2016-09-14,5.14,0.0,0.0,79,93,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,USW00093738,2016-09-15,7.38,0.0,0.0,73,77,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,USW00093738,2016-09-16,5.37,0.0,0.0,70,77,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,USW00093738,2016-09-17,8.28,0.0,0.0,73,82,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,USW00093738,2016-09-18,7.38,0.0,0.0,77,89,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,USW00093738,2016-09-19,4.7,0.23,0.0,74,76,69,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
628,USW00093738,2016-09-20,6.49,0.0,0.0,73,81,68,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
629,USW00093738,2016-09-21,6.26,0.0,0.0,74,84,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,USW00093738,2016-09-22,3.8,0.0,0.0,74,87,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,USW00093738,2016-09-23,2.46,0.0,0.0,73,91,56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
632,USW00093738,2016-09-24,5.82,0.0,0.0,71,76,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,USW00093738,2016-09-25,4.47,0.0,0.0,63,74,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,USW00093738,2016-09-26,7.16,0.03,0.0,64,68,58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
